epoch,dice_coef,loss,lr,mad,mean_io_u,mean_squared_error,val_dice_coef,val_loss,val_mad,val_mean_io_u,val_mean_squared_error
0,0.8529688119888306,0.1470545083284378,1e-04,0.1231846809387207,0.3035183846950531,0.08976593613624573,0.4953573942184448,0.5046625137329102,0.2814769744873047,0.304386168718338,0.25679174065589905
1,0.9285520315170288,0.07141126692295074,1e-04,0.055029209703207016,0.3040796220302582,0.05026423558592796,0.7620354890823364,0.23796170949935913,0.1516638994216919,0.30438709259033203,0.1462501436471939
2,0.9444323778152466,0.05545518919825554,1e-04,0.042466845363378525,0.3152984380722046,0.03969057276844978,0.1625516265630722,0.8374523520469666,0.4224264919757843,0.32760828733444214,0.4219229817390442
3,0.9529202580451965,0.047072745859622955,1e-04,0.03574921190738678,0.34746646881103516,0.033735454082489014,0.8454479575157166,0.15455758571624756,0.11012554168701172,0.3312323987483978,0.10713627934455872
4,0.9584755301475525,0.04151036962866783,1e-04,0.03163919225335121,0.39368659257888794,0.03002197854220867,0.3368193507194519,0.6632026433944702,0.3758668303489685,0.32666724920272827,0.37196609377861023
5,0.962077260017395,0.037918783724308014,1e-04,0.02877967059612274,0.44513094425201416,0.027365198358893394,0.058008600026369095,0.9419835805892944,0.4120452404022217,0.30702221393585205,0.4118037521839142
6,0.9655712246894836,0.03442324697971344,1e-04,0.026172734797000885,0.4907069504261017,0.024931034073233604,0.39361217617988586,0.6063428521156311,0.2929159700870514,0.31978127360343933,0.28925690054893494
7,0.9675812721252441,0.03241287171840668,1e-04,0.024529721587896347,0.5420022010803223,0.023386206477880478,0.8486971259117126,0.15131893754005432,0.10346310585737228,0.460622638463974,0.10168924182653427
8,0.9691901206970215,0.030810659751296043,1e-04,0.02331645041704178,0.5846347212791443,0.0222703255712986,0.8230289816856384,0.17696642875671387,0.1542147397994995,0.3867020010948181,0.13877806067466736
9,0.9711906313896179,0.028797166422009468,1e-04,0.021876616403460503,0.6204771995544434,0.020892580971121788,0.2051895260810852,0.7947840094566345,0.41522443294525146,0.33192792534828186,0.4134856164455414
10,0.9728076457977295,0.027194369584321976,1e-04,0.02068542316555977,0.6470751166343689,0.01977074146270752,0.9428774118423462,0.05712663009762764,0.04212003946304321,0.5587002038955688,0.04075708985328674
11,0.9737595915794373,0.026217343285679817,1e-04,0.019801389425992966,0.6848343014717102,0.018932774662971497,0.5969721674919128,0.4030424952507019,0.2818392813205719,0.4971269965171814,0.2769092321395874
12,0.9746103286743164,0.025389544665813446,1e-04,0.01917795091867447,0.7071170806884766,0.018355553969740868,0.8496414422988892,0.150373637676239,0.10370947420597076,0.7471234798431396,0.10211432725191116
13,0.9756563305854797,0.024322625249624252,1e-04,0.018377214670181274,0.7376589775085449,0.017560742795467377,0.1187492087483406,0.8812335133552551,0.44284796714782715,0.30690258741378784,0.44247737526893616
14,0.9764550924301147,0.02354828640818596,1e-04,0.017764486372470856,0.763845682144165,0.01701018400490284,0.957083523273468,0.042917147278785706,0.03232194855809212,0.795911431312561,0.03130478411912918
15,0.9772587418556213,0.022737376391887665,1e-04,0.017108140513300896,0.7783797979354858,0.016391711309552193,0.8965581655502319,0.10344438999891281,0.07286802679300308,0.7768380641937256,0.0709720179438591
16,0.9775970578193665,0.022387394681572914,1e-04,0.01693219132721424,0.7972748279571533,0.016220413148403168,0.7532389760017395,0.24675631523132324,0.1550108939409256,0.538456380367279,0.15313807129859924
17,0.9783340096473694,0.021666835993528366,1e-04,0.01633414626121521,0.8138805627822876,0.015667453408241272,0.9481692910194397,0.05183478817343712,0.038555826991796494,0.8746923208236694,0.03737317770719528
18,0.9787814021110535,0.02121628075838089,1e-04,0.01602669060230255,0.8275018930435181,0.015369144268333912,0.9000268578529358,0.0999714657664299,0.07947470992803574,0.5879350900650024,0.07161799818277359
19,0.98037189245224,0.019627491012215614,1e-05,0.014765138737857342,0.8286641836166382,0.014141703955829144,0.9746038913726807,0.02539793774485588,0.01928914710879326,0.9204362630844116,0.018619317561388016
20,0.9810627698898315,0.01893751509487629,1e-05,0.014269319362938404,0.8368959426879883,0.01365753635764122,0.9753649830818176,0.02463633008301258,0.018498502671718597,0.9002659916877747,0.01784191094338894
21,0.9813300371170044,0.018671713769435883,1e-05,0.014046416617929935,0.836977481842041,0.013443161733448505,0.975516676902771,0.024484222754836082,0.01845071278512478,0.9107635617256165,0.01780734769999981
22,0.9815945029258728,0.018404779955744743,1e-05,0.013862832449376583,0.8355927467346191,0.013265698216855526,0.9758226275444031,0.02417607046663761,0.018287118524312973,0.9029953479766846,0.017632417380809784
23,0.9817496538162231,0.018250415101647377,1e-05,0.01373651809990406,0.8403487205505371,0.013137957081198692,0.9749906659126282,0.02500956505537033,0.0188654363155365,0.9293452501296997,0.01818143017590046
24,0.9818609356880188,0.018125448375940323,1e-05,0.01363452896475792,0.8420156240463257,0.013040188699960709,0.9759373664855957,0.024057570844888687,0.01808054745197296,0.9073457717895508,0.0174321997910738
25,0.9820252060890198,0.017973855137825012,1e-05,0.013534125871956348,0.8458892107009888,0.012939444743096828,0.9754867553710938,0.024514203891158104,0.01831251196563244,0.9073200225830078,0.01764804683625698
26,0.9822553992271423,0.017745433375239372,1e-05,0.01338571310043335,0.8478302955627441,0.012801527045667171,0.975085437297821,0.024916160851716995,0.01870526373386383,0.892827033996582,0.01804324984550476
27,0.9824179410934448,0.017566775903105736,1e-05,0.013288956135511398,0.8527001142501831,0.01268621813505888,0.9753642082214355,0.024636706337332726,0.018692810088396072,0.887866735458374,0.018030857667326927
28,0.982495903968811,0.017480097711086273,1e-05,0.013231265358626842,0.8572685718536377,0.012614784762263298,0.9731507301330566,0.02684762515127659,0.020045848563313484,0.8704777956008911,0.019355909898877144
29,0.9826550483703613,0.017343977466225624,1e-06,0.013070554472506046,0.8552431464195251,0.012496818788349628,0.9769811630249023,0.023020081222057343,0.017425229772925377,0.9280996918678284,0.016808398067951202
30,0.9826590418815613,0.017318904399871826,1e-06,0.013108701445162296,0.8548406958580017,0.012494400143623352,0.9770157933235168,0.022984828799962997,0.017411770299077034,0.9295080900192261,0.01679566130042076
31,0.9826968908309937,0.017292583361268044,1e-06,0.013031084090471268,0.854742169380188,0.012449666857719421,0.97681725025177,0.02318480797111988,0.017400067299604416,0.9294867515563965,0.016783883795142174
32,0.9826822876930237,0.017310485243797302,1e-06,0.013057957403361797,0.8588733673095703,0.01248297467827797,0.9769434928894043,0.023056674748659134,0.017376728355884552,0.9255746006965637,0.01675732247531414
33,0.9823907017707825,0.017390908673405647,1e-06,0.01310028601437807,0.8526599407196045,0.012455092743039131,0.9769188761711121,0.0230817012488842,0.01735811121761799,0.9243905544281006,0.016739847138524055
34,0.9827121496200562,0.01729089394211769,1e-07,0.013001787476241589,0.8583437204360962,0.012427426874637604,0.9768014550209045,0.023199697956442833,0.017370009794831276,0.9269522428512573,0.01675128936767578
35,0.9827144742012024,0.017282649874687195,1e-07,0.013031473383307457,0.8568310141563416,0.012452732771635056,0.9770337343215942,0.02296769618988037,0.0173611082136631,0.9244883060455322,0.016747379675507545
36,0.98276287317276,0.017236405983567238,1e-07,0.013017706573009491,0.8545142412185669,0.012443347834050655,0.9768909811973572,0.023109763860702515,0.01736154407262802,0.9270073175430298,0.01673819310963154
37,0.9827353954315186,0.017265984788537025,1e-07,0.013021665625274181,0.8571966290473938,0.012445872649550438,0.9770320057868958,0.022968368604779243,0.017359986901283264,0.926712155342102,0.016744153574109077
38,0.9827812910079956,0.01722091995179653,1e-08,0.0129594961181283,0.8581585884094238,0.012386815622448921,0.9769290089607239,0.023071754723787308,0.017363814637064934,0.9298018217086792,0.016747111454606056
39,0.9826940894126892,0.017305079847574234,1e-08,0.013015550561249256,0.8571239709854126,0.012439337559044361,0.9768393635749817,0.023160511627793312,0.017362181097269058,0.921221137046814,0.01674099825322628
40,0.9826453328132629,0.01734849065542221,1e-08,0.013048820197582245,0.8522272109985352,0.01246602926403284,0.976681649684906,0.023320386186242104,0.01736406795680523,0.926601767539978,0.01674284040927887
41,0.9827843308448792,0.01721162535250187,1e-08,0.01298084482550621,0.8576984405517578,0.012404417619109154,0.9768940210342407,0.02310846745967865,0.017368484288454056,0.9267570972442627,0.01674473285675049
42,0.9828770756721497,0.017123907804489136,1e-09,0.012967616319656372,0.8580278158187866,0.012392743490636349,0.9769151210784912,0.0230846107006073,0.017360197380185127,0.9220041036605835,0.016742512583732605
43,0.982713520526886,0.01728602685034275,1e-09,0.012967614457011223,0.8566186428070068,0.012394744902849197,0.9768807291984558,0.023119710385799408,0.017353590577840805,0.926881730556488,0.01673859916627407
44,0.9827957153320312,0.017196139320731163,1e-09,0.012974726036190987,0.8594630360603333,0.012398063205182552,0.9768596291542053,0.023139549419283867,0.017365818843245506,0.929821252822876,0.016747532412409782
45,0.9827567338943481,0.01723739132285118,1e-09,0.01301969587802887,0.8578846454620361,0.012441925704479218,0.9768747091293335,0.02312520146369934,0.017355505377054214,0.9271210432052612,0.016742592677474022
